"x"
309251.96875
184053.421875
314062
385076.0625
211269.3125
314026.3359375
249341.09375
160598.890625
277489.21875
473783.4609375
313503.15625
163953.78125
233432.4296875
280397.21875
273749.15625
315730.3671875
0
236785.109375
266243.34375
221372.921875
0
324002.890625
241792.90625
241792.90625
288729.21875
116804.25
189144.796875
190434.28125
280169.296875
443630.28125
182311.25
0
185207.96875
296680.0625
294082.53125
0
234734.796875
320966.421875
231217.28125
253334.2109375
134420.25
264414.59375
220090.140625
342070.328125
420173.125
485828.28125
561481.1875
199661.28125
292756.15625
303145.40625
312452.2578125
233107.421875
187586.28125
157681.09375
338168.0625
336947.5625
266504.21875
455350.3359375
383707.921875
273903
368395.703125
260911.1796875
363929.3125
264647.875
342479.546875
382884.578125
219835.984375
110931.203125
203961.71875
319055.25
420541.359375
153405.40625
254985.484375
309132.375
129341.109375
153581.265625
265629.78125
112061.015625
253698.015625
296675.25
390282.734375
163806.65625
418528.8203125
209325.125
160248.78125
237726.015625
330023.734375
510103.40625
201349.265625
438322.765625
408787.625
290240.984375
231230.4765625
282271.21875
431774.3125
203337.734375
324854.15625
225212.640625
417996.109375
183529.8125
331533.875
226230.1796875
107370.140625
328409
435050.921875
292848
401729.5078125
0
351960.421875
274175.59375
211323.625
276060.84375
140483.453125
198715.953125
372150.140625
290222.84375
264316.34375
370579.5
384169.234375
185749.828125
243549.890625
646173.5625
361875.921875
138475.5
322506.578125
370733.6640625
186307.40625
517908.828125
361142.1875
360228.203125
280122.59375
256274.90625
387265.15625
549774.3125
366920.90625
393166.421875
456584.4296875
188417.765625
556735.40625
267379.515625
223620.609375
416703.046875
270537.90625
470583.8125
238626.734375
258539.046875
202682.953125
114877.109375
364066.4140625
293643.84375
334663.890625
172067.65625
383145.40625
294897.15625
297397.15625
224081.421875
280276.375
300796.5625
0
289034.4765625
0
419753.7734375
283301.125
304411.71875
0
615343.9375
638932.53125
321199.21875
231215.734375
338850.5625
183839.515625
433421.8125
130516.46875
421742.671875
356938.515625
237099.015625
100479
339887.34375
505252.640625
219530.90625
170725.5625
333483.59375
438940.75
377677.328125
384762.703125
314665.875
391142.453125
378235.1171875
300099.03125
170527.359375
441221.59375
241026.625
385781.65625
275849.375
172850.9375
298540.8125
248559.5
152393.921875
255940.90625
197932.203125
285450.8125
203714.28125
445213.765625
248303.0390625
106378.0625
0
114905.34375
245197.9453125
342410.21875
575133.875
451857.59375
313888.7734375
455145.0703125
390891.5625
400241.296875
243144.015625
484550.0625
494803.859375
175711.53125
441620.40625
374927.078125
226955.8515625
195702.546875
248996.171875
225843.234375
139194.421875
146148.875
194864.671875
494125.90625
386577.921875
268857.875
146811.5
238275.546875
256689.84375
486012.4375
668299.03125
308203.28125
291336.859375
447911.6875
262434.53125
191541.71875
101173.59375
509336.4921875
395352.78125
328539.671875
571545.609375
237130.75
304168.234375
358824.8125
207284.5625
222534.21875
343419.125
255078.625
166381.375
230143.078125
228883.84375
434239.375
183499.296875
263103.78125
582667.09375
241584.6171875
131009.96875
290963.875
505035.828125
475234.46875
433386.421875
298238.390625
137423.765625
235004.828125
356282.625
314712.625
180462.859375
422330.2421875
353191.15625
110717.1796875
145999.15625
257615.234375
474512.0625
291466.109375
187461.90625
373054.9921875
0
289427.75
229044.984375
190787.359375
312694.71875
161019.59375
423241.125
149751.09375
324619.6171875
278815.734375
246521.875
337673.1328125
193618.4375
533468.8125
360802.9921875
414587.625
459532.8125
436508.953125
197222.359375
301702.28125
336430.7109375
118703.7578125
470683.125
461026.15625
117667.78125
188971.078125
261440.921875
472557.09375
289776.0625
293117.8046875
422001.359375
172227.8125
376044.2578125
663179.5234375
348512.390625
469214.3515625
420781.34375
255280.609375
175489.75
180012.890625
393424.609375
263004.125
493270.921875
303436.09375
388491.34375
274013.4375
192290.46875
139250.921875
291122.09375
112921.953125
267792.78125
260163.171875
216306.09375
223264.8125
242594.65625
411870.78125
214260.453125
291228.515625
222591.328125
344270.921875
340386.828125
219615.015625
223951.25
389834.7734375
320689.671875
193049.140625
467473.515625
288730.859375
160228.046875
238872.9375
200087.890625
119778.4453125
188735.703125
155873.421875
342413.0625
178408.890625
288210.1875
213519.703125
331990.0625
246396.328125
125555.34375
157910.71875
344082.65625
414349.140625
380597.5
410347.953125
287660.4375
226202.015625
239852.203125
389708.25
150178.90625
424384.875
399820.171875
329846.09375
259114.609375
408642.0234375
436301.6875
