"","logKo_a","logKblood_a","logKfat_a","logKmussle_a","logKo_w","logKoc_w","logBCF","logKa_w","logSwL","logKw_cellper","logKw_skinper","logKw_serum"
"1",7.04553178834411,4.09253923459979,6.78755203625846,4.77983669970327,4.90375195707018,4.27960569376606,5.4245355119242,-2.05648785026932,-1.92492307955298,-2.64171721328239,-3.67068633260961,1.64975634489847
"2",7.04350778824559,4.03520165462836,6.8422643626441,4.77907994622313,5.06532640921734,4.34812522658567,5.18190228960403,-1.376400469467,-1.53600101263382,-2.54761952042986,-3.71305695256938,1.69742349876575
"3",7.15763274936125,4.30353894016528,6.92736471692534,4.84116320701964,4.76351733608008,4.19113430426933,5.52252334887062,-1.7636755659833,-1.60503800298742,-2.44469067014299,-3.59158844372013,1.72912973376959
"4",7.02716658909615,4.06474694852962,6.89961896443669,4.86678202802598,4.85857201922442,4.51228636933585,5.69620647151064,-1.91234772748146,-1.60440231850826,-2.68053099700838,-3.37743764936412,1.64627695698705
"5",7.19068690573915,4.19989942196812,6.89980551193225,4.79346990830474,5.20654148261464,4.27995752048746,5.74337798208519,-1.47134591253326,-1.80995334411369,-2.46256870252346,-3.84562165499114,1.79085442087928
"6",7.18896523255614,4.19451687736643,6.85607418753075,4.79526485702384,5.09134800604719,4.22668410970677,5.19952747285099,-2.23763067886846,-2.20930452190491,-2.38812040986851,-3.57671401543953,1.80515176210481
"7",6.97420176675039,4.06747115624575,6.83381232145299,4.70383348172401,4.83370012803941,4.58245480078115,5.55043845263026,-2.54283671254045,-1.86984986304104,-2.54788300239557,-3.38903817794736,1.75012733648616
"8",6.85260458250455,4.14261747629135,6.78528236795523,4.87701293945369,4.7919023616973,4.31752286321756,5.46558952462202,-2.2698468612516,-1.80819459449286,-2.4059407841396,-3.5295996550836,1.8391712292111
"9",7.05827066491456,4.30349445060743,6.77327210582504,4.78737430515089,4.53856800993226,4.19400962826008,5.52311463545056,-1.79042597625145,-1.69100565673868,-2.74820270654855,-3.48030084455145,1.76762523339901
"10",6.96187303265721,4.31267800705647,6.78417729891477,4.81586512618518,4.74688902317699,4.5550459334594,5.52674984396969,-2.34439249561717,-2.02157470619496,-2.6371411304759,-3.77322399916828,1.74222633585283
"11",6.96587823498978,4.06097879926424,6.83172045218261,4.71116649235815,4.8125785470639,4.23413209603059,5.02219342995748,-2.1508414314571,-2.00064860276607,-2.60671452521048,-3.42570106339363,1.71481150852497
"12",6.98505346923523,4.38590324313606,6.89684122620152,4.61386863238932,4.37099242340015,4.53439423438119,5.02169038583194,-2.76639910386436,-1.98723208995143,-2.39568500710125,-3.4963506082371,1.65477259131766
"13",6.95052024898047,4.28341939673522,6.7751265326353,4.85300130347318,4.98492757216251,3.8701621762279,5.16525568450559,-1.78351429167638,-2.21535072781886,-2.45725641521758,-3.20749899779212,1.76031524110267
"14",7.16743358464894,4.04041084056708,6.87801042809269,4.81222759040572,4.73319441264599,4.50818073867205,5.89814119059051,-2.83484063560868,-1.62029383313705,-2.4646792586125,-3.51088649255337,1.89515471846365
"15",7.13165632317157,4.17444703744052,6.91947019042221,4.72537072867484,4.82788896173142,4.51622614828373,5.02888950217706,-1.70312450113825,-2.31077519879557,-2.51062270249376,-3.66332664333184,1.75825999780074
"16",7.15055845060964,4.13376201355406,6.79840743524559,4.64796809976561,4.7555466464286,4.32656073195579,5.40000310478664,-2.26740126973037,-1.53138183756234,-2.25043120060287,-3.30515449951266,1.68788545776983
"17",6.965633501917,4.35027225653968,6.81181604021313,4.77549717516543,4.4088624844384,4.25840117361085,5.20220704410684,-2.584752029489,-1.94473358274337,-2.71653048573471,-3.67398031794979,1.66479994308941
"18",7.20492871376021,4.14880753796299,6.75484854427048,4.75961730250935,5.08946087112082,4.28115351591354,5.29003922104119,-2.72138295869684,-1.83813004095109,-2.45262809625623,-3.39017621422013,1.65797737504428
"19",6.99513115597682,4.26217866867916,6.87157695691296,4.80423003101303,4.67991419209754,4.18976354484041,5.02353952809607,-1.84618645162587,-1.9431463206038,-2.49539107024009,-3.13885418819138,1.62556587389886
"20",7.27288214135026,4.06535688847373,6.72646928590934,4.80773560353085,5.04220282445331,4.05938747993654,5.06978531942347,-2.33554173061766,-1.93287195606747,-2.53944831574118,-3.26274297841098,1.71243630501457
"21",7.08502098869778,4.01368111159877,6.74952685913006,4.80458785658171,4.70006057389512,4.48750942576321,5.37859116524795,-2.10429770143625,-1.89515939737139,-2.6650764407007,-3.18103956456628,1.76771561885099
"22",6.96696684958564,4.07982498545748,6.9028256878795,4.67753484431476,5.2564518914894,4.35445844316533,5.18096633883981,-2.26680371257903,-1.33830474788995,-2.54634733864499,-3.45168012177418,1.77636365871874
"23",6.95989952040475,4.05818010231771,6.93907198287988,4.95539069099644,4.89759683806992,3.77221819187972,5.18671540640338,-2.30076316387043,-1.71852452487267,-2.59971896937428,-3.65809527133722,1.67399164905105
"24",6.85110334264309,4.19751960121556,6.76337048068369,4.89716716381192,4.90820514794095,4.07917220372862,5.14286490477449,-2.44721337599338,-2.21125374215862,-2.37943380792679,-3.49925235464637,1.79007593055935
