"","logKo_a","logKblood_a","logKfat_a","logKmussle_a","logKo_w","logKoc_w","logBCF","logKa_w","logSwL","logKw_cellper","logKw_skinper","logKw_serum"
"1",8.24641592441471,5.03043559991829,7.91717113173631,5.82039151970036,5.39192304200993,4.84017883315272,6.02033989856975,-2.76783239548032,-2.52905083249075,-2.74525834348245,-3.55107293817601,2.10802453282036
"2",8.24154890566465,4.96405716444489,7.99008707336123,5.8200310550661,5.56912209176204,4.92976882888189,5.74008725904809,-1.96809115731048,-2.06041158007345,-2.63632497368786,-3.59032754687663,2.16259119725634
"3",8.37200220332571,5.28486212027125,8.09665187642947,5.89568668999127,5.24141070450908,4.72665209367707,6.14547976081998,-2.38641727015069,-2.15493181754656,-2.52081145957561,-3.44843646454559,2.19905384734211
"4",8.22375610390852,4.99431462341587,8.05297342621346,5.92697175354814,5.34389602724179,5.11287773417139,6.32971518925528,-2.61318375445357,-2.16607581773976,-2.8028367840563,-3.19626642168917,2.10478252654332
"5",8.3971614795286,5.17098091008478,8.05804136821357,5.8369389075861,5.75941135183239,4.83218690861458,6.37115587460809,-2.06819710194636,-2.39475480947564,-2.54586283474148,-3.75543084697914,2.27552883533495
"6",8.40855034054793,5.15517194933579,7.99794116943372,5.84882994235552,5.60577809429709,4.7763274958171,5.74278710506396,-2.93641199693494,-2.84565297005345,-2.44902444757174,-3.43727845924261,2.2909289678205
"7",8.15853321527663,5.0021848435964,7.97504973412835,5.73172637461116,5.30273432273245,5.19515344602607,6.15176489345258,-3.33284148698024,-2.44831337383521,-2.64103929533176,-3.22319858892367,2.22357093539577
"8",8.02312782014229,5.1005296505828,7.92456774706756,5.93806134767499,5.25083033431373,4.87352515453226,6.06586426311021,-3.00851387285011,-2.40817717675061,-2.47013810157981,-3.3991411293039,2.32712852557882
"9",8.25690750119567,5.28177016192843,7.91410344440105,5.82518865984263,4.96238134161326,4.7441368989058,6.14462513101554,-2.4608142320441,-2.22803403980789,-2.87583050211312,-3.32700909634329,2.25067682930454
"10",8.15230538749868,5.29280913643447,7.91763016951114,5.86021537255077,5.2097900113152,5.16185520102699,6.132061622573,-3.09407925799656,-2.62791335630803,-2.74062553429976,-3.66003623533127,2.21800840771907
"11",8.1487228448876,5.00428153648861,7.97307056929675,5.74738508416166,5.28523839365695,4.79303025890262,5.54761918378889,-2.83946862849937,-2.59327666198497,-2.70754422059684,-3.27228160979235,2.18102371732276
"12",8.17033801818852,5.37978170995546,8.0534975858019,5.62990961803856,4.76274118229023,5.13656319825117,5.55778775006308,-3.5881496191007,-2.58989826573698,-2.46438947011039,-3.34852977566708,2.11106058102798
"13",8.13214481280754,5.25695117563812,7.90978247468849,5.9141995109468,5.49185420115961,4.35565115268586,5.71229249001596,-2.4318952626991,-2.86716539398299,-2.52279256211904,-3.00519646713889,2.23460900624725
"14",8.37933430576902,4.98058486091192,8.03287302305448,5.86268516771417,5.18455714826147,5.11007590414364,6.56905426372397,-3.68468378241043,-2.15294401555921,-2.55011924217985,-3.37944878081688,2.39244815258398
