"","logKo_a","logKblood_a","logKfat_a","logKmussle_a","logKo_w","logKoc_w","logBCF","logKa_w","logSwL","logKw_cellper","logKw_skinper","logKw_serum"
"1",6.71276466440343,3.75064556125616,6.48449579209514,4.44634796518579,4.95723861194806,4.25376980470412,5.40016734054613,-1.65248590573462,-1.96305739147775,-2.54586235246843,-3.57206821676564,1.54983532775961
"2",6.7109559734209,3.69585267044756,6.53333304391992,4.44555085656127,5.11375665358096,4.31540426417799,5.1684119826268,-1.00718171367304,-1.59674499858234,-2.45578760682436,-3.61587689491944,1.59558477984554
"3",6.81996692802267,3.94901024041081,6.61271605421301,4.5036818869602,4.81924736314667,4.17163602469645,5.48875836608421,-1.38537748545312,-1.65687127517341,-2.3560959449138,-3.49898080211819,1.62655220192497
"4",6.69437545792038,3.72516238815517,6.59031489283568,4.52820832479548,4.91335631874279,4.47565623554477,5.66069380972863,-1.50978393028624,-1.65251454090673,-2.57798470392393,-3.29715762579722,1.546295757202
"5",6.85561991440274,3.84848524814118,6.588345797426,4.45812737546833,5.23878356812032,4.25545258910584,5.71052465731097,-1.09741078058325,-1.85449677082883,-2.37204158374192,-3.73940832273204,1.68410483188072
"6",6.8500228916374,3.84502114922306,6.54977181035243,4.45767551237138,5.1345725758748,4.20579265248546,5.18835127254798,-1.83966511900618,-2.23751406659273,-2.30432338105144,-3.48373888075489,1.69804854621606
"7",6.64455897200037,3.7257095744514,6.52732226528025,4.37329707518304,4.89093513056311,4.54336317778493,5.52458425149026,-2.11666294146444,-1.9133832241224,-2.45460692178875,-3.30244261928093,1.64626962467504
"8",6.52714679423381,3.79486214344528,6.47940387637903,4.53755170981945,4.85428004823469,4.29426423671098,5.44080221605046,-1.8557973727274,-1.84735900882248,-2.32064965824258,-3.43492184560749,1.73091651974565
"9",6.72494292819637,3.94999651846867,6.46730401309704,4.4544890267387,4.60982901338285,4.17222756487358,5.49147496208272,-1.39905376695831,-1.75053367356931,-2.64421164182339,-3.39283948069715,1.66112248019959
"10",6.63140486162067,3.95872520319113,6.47960361464616,4.48171680947279,4.80597086778288,4.51695341959829,5.49875731131387,-1.93076332886813,-2.05935211831737,-2.54114831605977,-3.67456371863354,1.63716779509202
"11",6.63781073743416,3.71742092757289,6.52549953147592,4.37891696049719,4.86931880764495,4.20926853665156,5.01779202230259,-1.75452709671125,-2.04300609706479,-2.51168114568023,-3.33683281726129,1.61313867546759
"12",6.65627129907334,4.02779082730447,6.58557857804293,4.28681125405306,4.45092303225414,4.4980278360013,5.01330504398912,-2.3302322374387,-2.02752013832082,-2.30932602478745,-3.40677410290557,1.55604248508638
"13",6.62253534236635,3.93077982948343,6.47087842538387,4.51285673287777,5.03158214884586,3.86488943243227,5.15407671154367,-1.39966324540175,-2.23851069776036,-2.37193804395277,-3.13152143853445,1.65629441813919
"14",6.83066823889735,3.6969487337072,6.56780927327437,4.4748542885444,4.79836068146773,4.47192071613402,5.85238530667473,-2.39044028111578,-1.67781429802847,-2.37302107052306,-3.41439982804598,1.78360363316309
"15",6.79367410406864,3.8250046889028,6.61095622763403,4.39400289509811,4.88818894991739,4.48053942753816,5.02135945622467,-1.32277287255437,-2.33573439223383,-2.4197070205194,-3.55901104577093,1.65391060137735
